LINR;LINAME;NAME1;BELFD;TLNR;AUART;AFTNR;APS;ABSN;ATNR;ARTIKEL;MATERIALNR;URLND;WARTARNR;MENGE;ERFMENGE;GEBINDEME;SNNR;SNNRALT;EINZELEK;LIEFERSCHEINNR;LIEFERDATUM;RENREX;REDAT;BIDSER;BID
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;3;179;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;1330;1330;890,6;P25010063;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;3;179;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;5338;5338;890,6;P25010064;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;4;159;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;2449;2449;110,63;P25010073;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;4;159;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;1200;1200;110,63;P25040039;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;4;159;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;3681;3681;110,63;P25040040;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;4;159;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;455;455;110,63;P25040041;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;4;159;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;620;620;110,63;P25040064;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;4;159;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;732;732;110,63;P25040065;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;4;159;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;527;527;110,63;P25040066;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;4;159;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;680;680;110,63;P25040067;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;4;159;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;719;719;110,63;P25040068;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;5;36;22350-51-10;22350-51-10 Buchse 3405 1098 C         Net;33021239;52;73182900900;2872;2872;70,39;P24460065;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;5;36;22350-51-10;22350-51-10 Buchse 3405 1098 C         Net;33021239;52;73182900900;1450;1450;70,39;P24490037;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;5;36;22350-51-10;22350-51-10 Buchse 3405 1098 C         Net;33021239;52;73182900900;2717;2717;70,39;P25010046;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;6;24;71878-51-00;71878-51-00 Schraube M10 / 455880201A9;4558802;52;73181595890;10830;10830;196,07;P24400023;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;6;24;71878-51-00;71878-51-00 Schraube M10 / 455880201A9;4558802;52;73181595890;8777;8777;196,07;P24400024;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;7;20;90776-51-00;90776-51-00 Schraube 90045;90045;52;73181595890;2041;2041;36,41;P25040045;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;1;V;;7;20;90776-51-00;90776-51-00 Schraube 90045;90045;52;73181595890;1600;1600;36,41;P25040046;;0;storniert;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;1;83;10261-51-20-00;10261-51-20-00 Niet 560099422 C SCHROTT;560099422;52;73182300900;-3251;3251;-127,31;P24490013;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;1;83;10261-51-20-00;10261-51-20-00 Niet 560099422 C SCHROTT;560099422;52;73182300900;-6750;6750;-127,31;P24490016;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;1;83;10261-51-20-00;10261-51-20-00 Niet 560099422 C SCHROTT;560099422;52;73182300900;-2730;2730;-127,31;P24490036;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;2;47;11168-51-00;11168-51-00 Screw 616050700A;6160507;52;73181588800;-2209;2209;-65,34;P24510041;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;2;47;11168-51-00;11168-51-00 Screw 616050700A;6160507;52;73181588800;-4325;4325;-65,34;P24510042;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-2862;2862;-890,6;P24500016;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-5980;5980;-890,6;P24500017;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-7204;7204;-890,6;P24500051;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-10773;10773;-890,6;P24510045;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-7937;7937;-890,6;P24510046;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-8049;8049;-890,6;P24510047;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-8414;8414;-890,6;P24510048;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-6617;6617;-890,6;P24510049;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-2588;2588;-890,6;P24510050;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-3975;3975;-890,6;P25010037;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-1899;1899;-890,6;P25010038;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-6978;6978;-890,6;P25010040;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-4043;4043;-890,6;P25010049;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-2199;2199;-890,6;P25010061;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-2874;2874;-890,6;P25010062;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-1330;1330;-890,6;P25010063;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;3;180;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-5338;5338;-890,6;P25010064;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;4;160;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-2449;2449;-110,63;P25010073;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;4;160;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-1200;1200;-110,63;P25040039;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;4;160;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-3681;3681;-110,63;P25040040;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;4;160;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-455;455;-110,63;P25040041;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;4;160;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-620;620;-110,63;P25040064;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;4;160;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-732;732;-110,63;P25040065;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;4;160;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-527;527;-110,63;P25040066;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;4;160;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-680;680;-110,63;P25040067;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;4;160;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-719;719;-110,63;P25040068;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;5;37;22350-51-10;22350-51-10 Buchse 3405 1098 C         Net;33021239;52;73182900900;-2872;2872;-70,39;P24460065;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;5;37;22350-51-10;22350-51-10 Buchse 3405 1098 C         Net;33021239;52;73182900900;-1450;1450;-70,39;P24490037;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;5;37;22350-51-10;22350-51-10 Buchse 3405 1098 C         Net;33021239;52;73182900900;-2717;2717;-70,39;P25010046;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;6;25;71878-51-00;71878-51-00 Schraube M10 / 455880201A9;4558802;52;73181595890;-10830;10830;-196,07;P24400023;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;6;25;71878-51-00;71878-51-00 Schraube M10 / 455880201A9;4558802;52;73181595890;-8777;8777;-196,07;P24400024;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;7;21;90776-51-00;90776-51-00 Schraube 90045;90045;52;73181595890;-2041;2041;-36,41;P25040045;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172762;2;V;;7;21;90776-51-00;90776-51-00 Schraube 90045;90045;52;73181595890;-1600;1600;-36,41;P25040046;;0;storno;07.04.2025;n/a;07.04.2025;23667;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;1;84;10261-51-20-00;10261-51-20-00 Niet 560099422 C SCHROTT;560099422;52;73182300900;-3251;3251;-127,31;P24490013;;2,8;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;1;84;10261-51-20-00;10261-51-20-00 Niet 560099422 C SCHROTT;560099422;52;73182300900;-6750;6750;-127,31;P24490016;;2,8;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;1;84;10261-51-20-00;10261-51-20-00 Niet 560099422 C SCHROTT;560099422;52;73182300900;-2730;2730;-127,31;P24490036;;2,8;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;2;48;11168-51-00;11168-51-00 Screw 616050700A;6160507;52;73181588800;-2209;2209;-65,34;P24510041;;20,3;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;2;48;11168-51-00;11168-51-00 Screw 616050700A;6160507;52;73181588800;-4325;4325;-65,34;P24510042;;20,3;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-2862;2862;-890,6;P24500016;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-5980;5980;-890,6;P24500017;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-7204;7204;-890,6;P24500051;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-10773;10773;-890,6;P24510045;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-7937;7937;-890,6;P24510046;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-8049;8049;-890,6;P24510047;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-8414;8414;-890,6;P24510048;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-6617;6617;-890,6;P24510049;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-2588;2588;-890,6;P24510050;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-3975;3975;-890,6;P25010037;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-1899;1899;-890,6;P25010038;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-6978;6978;-890,6;P25010040;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-4043;4043;-890,6;P25010049;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-2199;2199;-890,6;P25010061;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-2874;2874;-890,6;P25010062;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-1330;1330;-890,6;P25010063;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;3;181;11340-51-10;11340-51-10 Rivet for cable 615128900B;6151289;52;73182300900;-5338;5338;-890,6;P25010064;;3,38;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;4;161;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-2449;2449;-110,63;P25010073;;11,45;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;4;161;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-1200;1200;-110,63;P25040039;;11,45;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;4;161;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-3681;3681;-110,63;P25040040;;11,45;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;4;161;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-455;455;-110,63;P25040041;;11,45;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;4;161;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-620;620;-110,63;P25040064;;11,45;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;4;161;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-732;732;-110,63;P25040065;;11,45;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;4;161;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-527;527;-110,63;P25040066;;11,45;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;4;161;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-680;680;-110,63;P25040067;;11,45;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;4;161;12302-51-00;12302-51-00 Screw 643 6122 00E Sorting NiO;6436122;52;73181595890;-719;719;-110,63;P25040068;;11,45;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;5;38;22350-51-10;22350-51-10 Buchse 3405 1098 C         Net;33021239;52;73182900900;-2872;2872;-70,39;P24460065;;10,67;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;5;38;22350-51-10;22350-51-10 Buchse 3405 1098 C         Net;33021239;52;73182900900;-1450;1450;-70,39;P24490037;;10,67;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;5;38;22350-51-10;22350-51-10 Buchse 3405 1098 C         Net;33021239;52;73182900900;-2717;2717;-70,39;P25010046;;10,67;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;6;26;71878-51-00;71878-51-00 Schraube M10 / 455880201A9;4558802;52;73181595890;-10830;10830;-196,07;P24400023;;5,64;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;6;26;71878-51-00;71878-51-00 Schraube M10 / 455880201A9;4558802;52;73181595890;-8777;8777;-196,07;P24400024;;5,64;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;7;22;90776-51-00;90776-51-00 Schraube 90045;90045;52;73181595890;-2041;2041;-36,41;P25040045;;20,33;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;172773;1;V;;7;22;90776-51-00;90776-51-00 Schraube 90045;90045;52;73181595890;-1600;1600;-36,41;P25040046;;20,33;;07.04.2025;VerschrottungFebr25;07.04.2025;23660;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172777;1;V;;1;59;11428-51-00;11428-51-00 Rivet 620461800A;6204618;52;73182300900;-6787;6787;-31,901;P24470037;;19,11;;07.04.2025;Verschrottung/Febr25;07.04.2025;23661;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172777;1;V;;1;59;11428-51-00;11428-51-00 Rivet 620461800A;6204618;52;73182300900;-7816;7816;-31,901;P24470038;;19,11;;07.04.2025;Verschrottung/Febr25;07.04.2025;23661;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172777;1;V;;1;59;11428-51-00;11428-51-00 Rivet 620461800A;6204618;52;73182300900;-5542;5542;-31,901;P24510033;;19,11;;07.04.2025;Verschrottung/Febr25;07.04.2025;23661;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172777;1;V;;1;59;11428-51-00;11428-51-00 Rivet 620461800A;6204618;52;73182300900;-11756;11756;-31,901;P24510034;;19,11;;07.04.2025;Verschrottung/Febr25;07.04.2025;23661;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172777;1;V;;2;445;11704-51-10;11704-51-10 Niet 618773100A St SCHROTT TEL;560569099;52;73182300900;-1126;1126;-357,441;P24430069;;13,91;;07.04.2025;Verschrottung/Febr25;07.04.2025;23661;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172777;1;V;;2;445;11704-51-10;11704-51-10 Niet 618773100A St SCHROTT TEL;560569099;52;73182300900;-7884;7884;-357,441;P24430074;;13,91;;07.04.2025;Verschrottung/Febr25;07.04.2025;23661;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172777;1;V;;2;445;11704-51-10;11704-51-10 Niet 618773100A St SCHROTT TEL;560569099;52;73182300900;-10821;10821;-357,441;P24440036;;13,91;;07.04.2025;Verschrottung/Febr25;07.04.2025;23661;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172777;1;V;;2;445;11704-51-10;11704-51-10 Niet 618773100A St SCHROTT TEL;560569099;52;73182300900;-478;478;-357,441;P24440037;;13,91;;07.04.2025;Verschrottung/Febr25;07.04.2025;23661;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172777;1;V;;2;445;11704-51-10;11704-51-10 Niet 618773100A St SCHROTT TEL;560569099;52;73182300900;-4423;4423;-357,441;P24440038;;13,91;;07.04.2025;Verschrottung/Febr25;07.04.2025;23661;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172777;1;V;;2;445;11704-51-10;11704-51-10 Niet 618773100A St SCHROTT TEL;560569099;52;73182300900;-5253;5253;-357,441;P24440040;;13,91;;07.04.2025;Verschrottung/Febr25;07.04.2025;23661;
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;172777;1;V;;2;445;11704-51-10;11704-51-10 Niet 618773100A St SCHROTT TEL;560569099;52;73182300900;-17091;17091;-357,441;P24440041;;13,91;;07.04.2025;Verschrottung/Febr25;07.04.2025;23661;
